conversation_index,turn_index,num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
4348,2,619,481,1100,1.2869022869022868
4349,1,852,522,1374,1.632183908045977
4350,1,55,744,799,0.0739247311827957
4350,2,812,574,1386,1.4146341463414633
4351,1,34,570,604,0.05964912280701754
4351,2,631,521,1152,1.2111324376199617
4351,3,1263,584,1847,2.162671232876712
4351,4,1859,599,2458,3.1035058430717863
4351,5,2526,687,3213,3.6768558951965065
4351,6,3246,340,3586,9.547058823529412
4351,7,3629,130,3759,27.915384615384614
4351,8,3794,584,4378,6.4965753424657535
4351,9,4388,542,4930,8.095940959409594
4352,1,13,547,560,0.02376599634369287
4352,2,571,374,945,1.5267379679144386
4352,3,956,328,1284,2.9146341463414633
4352,4,1314,703,2017,1.8691322901849217
4353,1,25,97,122,0.25773195876288657
4353,2,152,87,239,1.7471264367816093
4353,3,285,313,598,0.9105431309904153
4353,4,601,375,976,1.6026666666666667
4353,5,980,363,1343,2.6997245179063363
4353,6,1440,260,1700,5.538461538461538
4353,7,1716,421,2137,4.076009501187649
4353,8,2139,463,2602,4.619870410367171
4353,9,2604,254,2858,10.251968503937007
4353,10,2873,367,3240,7.8283378746594
4353,11,3242,360,3602,9.005555555555556
4353,12,3605,357,3962,10.098039215686274
4353,13,3966,120,4086,33.05
4353,14,4094,402,4496,10.18407960199005
4353,15,4511,352,4863,12.815340909090908
4353,16,4867,303,5170,16.062706270627064
4354,1,24,636,660,0.03773584905660377
4354,2,691,687,1378,1.0058224163027656
4354,3,1408,582,1990,2.4192439862542954
4354,4,2006,240,2246,8.358333333333333
4354,5,2272,532,2804,4.2706766917293235
4354,6,2826,740,3566,3.8189189189189188
4354,7,3574,390,3964,9.164102564102564
4354,8,3987,274,4261,14.55109489051095
4354,9,5059,305,5364,16.58688524590164
4354,10,5383,137,5520,39.29197080291971
4354,11,6170,85,6255,72.58823529411765
4354,12,6272,130,6402,48.246153846153845
4354,13,6453,225,6678,28.68
4354,14,6698,229,6927,29.24890829694323
4354,15,6963,183,7146,38.049180327868854
4354,16,7174,170,7344,42.2
4354,17,7360,179,7539,41.11731843575419
4354,18,7557,467,8024,16.182012847965737
4355,1,623,972,1595,0.6409465020576132
4355,2,1600,499,2099,3.2064128256513027
4355,3,2265,890,3155,2.544943820224719
4355,4,3212,917,4129,3.5027262813522357
4355,5,4152,407,4559,10.201474201474202
4355,6,4584,731,5315,6.270861833105335
4355,7,5351,989,6340,5.41051567239636
4355,8,6347,454,6801,13.980176211453745
4355,9,6858,806,7664,8.508684863523573
4355,10,7696,84,7780,91.61904761904762
4356,1,972,313,1285,3.1054313099041533
4356,2,1500,268,1768,5.597014925373134
4356,3,1962,268,2230,7.32089552238806
4356,4,2414,268,2682,9.007462686567164
4356,5,2801,268,3069,10.451492537313433
4356,6,4052,268,4320,15.119402985074627
4356,7,4536,414,4950,10.956521739130435
4356,8,5916,268,6184,22.074626865671643
4356,9,7098,371,7469,19.132075471698112
4357,1,35,755,790,0.046357615894039736
4358,1,4282,9,4291,475.77777777777777
4358,2,7691,9,7700,854.5555555555555
4359,1,96,173,269,0.5549132947976878
4359,2,480,321,801,1.4953271028037383
4359,3,806,314,1120,2.56687898089172
4359,4,1125,313,1438,3.594249201277955
4359,5,1443,259,1702,5.571428571428571
4359,6,1707,267,1974,6.393258426966292
4359,7,2048,338,2386,6.059171597633136
4359,8,2485,261,2746,9.521072796934867
4359,9,2751,28,2779,98.25
4360,1,31,489,520,0.06339468302658487
4360,2,565,447,1012,1.2639821029082774
4360,3,1056,500,1556,2.112
4360,4,1582,460,2042,3.4391304347826086
4360,5,2085,188,2273,11.090425531914894
4360,6,2303,185,2488,12.448648648648648
4360,7,2502,539,3041,4.641929499072356
4360,8,3055,400,3455,7.6375
4360,9,3495,394,3889,8.870558375634518
4361,1,262,863,1125,0.30359212050984935
4361,2,1189,1029,2218,1.1554907677356656
4361,3,2224,371,2595,5.994609164420485
4361,4,2604,793,3397,3.283732660781841
4361,5,3435,942,4377,3.6464968152866244
4361,6,4384,116,4500,37.793103448275865
4361,7,4519,324,4843,13.947530864197532
4361,8,4854,75,4929,64.72
4361,9,4980,925,5905,5.383783783783784
4361,10,5916,372,6288,15.903225806451612
4361,11,6341,966,7307,6.564182194616977
4361,12,7316,336,7652,21.773809523809526
4362,1,25,365,390,0.0684931506849315
4362,2,423,434,857,0.9746543778801844
4362,3,865,403,1268,2.1464019851116625
4363,1,153,1031,1184,0.1483996120271581
4363,2,1194,805,1999,1.4832298136645963
4363,3,2006,811,2817,2.4734895191122073
4363,4,2937,820,3757,3.5817073170731706
4363,5,3779,498,4277,7.588353413654619
4363,6,4296,267,4563,16.089887640449437
4364,1,340,22,362,15.454545454545455
4364,2,374,40,414,9.35
4364,3,457,145,602,3.1517241379310343
4364,4,673,513,1186,1.3118908382066277
4364,5,1213,559,1772,2.1699463327370303
4364,6,1781,473,2254,3.7653276955602535
4364,7,2288,434,2722,5.271889400921659
4364,8,3140,552,3692,5.688405797101449
4364,9,3754,428,4182,8.771028037383177
4364,10,4278,224,4502,19.098214285714285
4364,11,4510,394,4904,11.446700507614214
4364,12,4944,378,5322,13.079365079365079
4364,13,5376,372,5748,14.451612903225806
4364,14,5757,370,6127,15.55945945945946
4364,15,6148,366,6514,16.797814207650273
4364,16,6555,245,6800,26.755102040816325
4364,17,6878,69,6947,99.68115942028986
4364,18,7097,38,7135,186.76315789473685
4364,19,7363,72,7435,102.26388888888889
4364,20,7642,46,7688,166.1304347826087
4364,21,7893,137,8030,57.613138686131386
4365,1,1655,427,2082,3.8758782201405153
4366,1,87,563,650,0.15452930728241562
4367,1,37,485,522,0.07628865979381444
4368,1,184,183,367,1.005464480874317
4368,2,379,264,643,1.4356060606060606
4368,3,646,272,918,2.375
4369,1,9,26,35,0.34615384615384615
4369,2,55,421,476,0.13064133016627077
4369,3,492,112,604,4.392857142857143
4369,4,618,169,787,3.6568047337278107
4369,5,800,112,912,7.142857142857143
4369,6,931,120,1051,7.758333333333334
4369,7,1066,124,1190,8.596774193548388
4369,8,1207,88,1295,13.715909090909092
4369,9,1303,107,1410,12.177570093457945
4369,10,1418,115,1533,12.330434782608696
4369,11,1544,325,1869,4.75076923076923
4369,12,1882,430,2312,4.376744186046512
4369,13,2324,363,2687,6.402203856749312
4369,14,2707,174,2881,15.557471264367816
4369,15,2889,326,3215,8.86196319018405
4370,1,348,2079,2427,0.1673881673881674
4371,1,863,621,1484,1.3896940418679549
4371,2,1736,273,2009,6.358974358974359
4371,3,2094,227,2321,9.224669603524228
4371,4,2634,470,3104,5.604255319148936
4371,5,3111,47,3158,66.19148936170212
4371,6,3381,524,3905,6.452290076335878
4371,7,3947,322,4269,12.25776397515528
4371,8,4334,163,4497,26.588957055214724
4371,9,4579,367,4946,12.47683923705722
4371,10,5018,299,5317,16.782608695652176
4371,11,5441,297,5738,18.31986531986532
4371,12,5745,57,5802,100.78947368421052
4371,13,5902,225,6127,26.23111111111111
4371,14,6176,239,6415,25.84100418410042
4371,15,6455,168,6623,38.42261904761905
4371,16,6693,264,6957,25.352272727272727
4372,1,95,801,896,0.11860174781523096
4372,2,953,803,1756,1.186799501867995
4372,3,1837,902,2739,2.0365853658536586
4372,4,2801,1044,3845,2.6829501915708813
4372,5,3910,852,4762,4.589201877934272
4373,1,167,579,746,0.28842832469775476
4374,1,1822,33,1855,55.21212121212121
4374,2,2964,33,2997,89.81818181818181
4374,3,4049,35,4084,115.68571428571428
4374,4,4904,35,4939,140.11428571428573
4374,5,5776,35,5811,165.02857142857144
4374,6,7067,31,7098,227.96774193548387
4374,7,7125,396,7521,17.992424242424242
4375,1,100,56,156,1.7857142857142858
4375,2,276,31,307,8.903225806451612
4375,3,964,491,1455,1.9633401221995928
4376,1,247,760,1007,0.325
4376,2,1047,936,1983,1.1185897435897436
4376,3,2100,879,2979,2.3890784982935154
4376,4,3137,188,3325,16.68617021276596
4376,5,3353,936,4289,3.5822649572649574
4377,1,156,826,982,0.18886198547215496
4378,1,28,418,446,0.06698564593301436
4378,2,471,806,1277,0.5843672456575683
4378,3,1296,754,2050,1.7188328912466844
4379,1,23,960,983,0.023958333333333335
4379,2,1014,468,1482,2.1666666666666665
4379,3,1554,121,1675,12.84297520661157
4379,4,1976,460,2436,4.2956521739130435
4379,5,2464,1015,3479,2.4275862068965517
4379,6,3496,1028,4524,3.4007782101167314
4379,7,4720,496,5216,9.516129032258064
4379,8,5257,244,5501,21.545081967213115
4379,9,5574,167,5741,33.377245508982035
4379,10,5766,152,5918,37.93421052631579
4379,11,6409,615,7024,10.421138211382114
4380,1,927,90,1017,10.3
4381,1,57,939,996,0.06070287539936102
4382,1,44,442,486,0.09954751131221719
4383,1,108,251,359,0.4302788844621514
4383,2,364,40,404,9.1
4383,3,435,603,1038,0.7213930348258707
4383,4,1063,865,1928,1.2289017341040462
4383,5,1967,632,2599,3.1123417721518987
4383,6,2630,660,3290,3.984848484848485
4383,7,3314,647,3961,5.12210200927357
4383,8,4010,599,4609,6.69449081803005
4383,9,4622,582,5204,7.941580756013746
4383,10,5221,649,5870,8.044684129429893
4383,11,5893,661,6554,8.915279878971255
4383,12,6572,560,7132,11.735714285714286
4383,13,7156,581,7737,12.31669535283993
4384,1,50,55,105,0.9090909090909091
4384,2,125,111,236,1.1261261261261262
4384,3,259,108,367,2.3981481481481484
4385,1,701,352,1053,1.9914772727272727
4385,2,1069,345,1414,3.0985507246376813
4385,3,1416,90,1506,15.733333333333333
4385,4,2412,371,2783,6.501347708894879
4386,1,228,298,526,0.7651006711409396
4387,1,29,100,129,0.29
4388,1,71,1066,1137,0.06660412757973734
4388,2,1266,362,1628,3.4972375690607733
4389,1,219,963,1182,0.22741433021806853
4389,2,1222,627,1849,1.9489633173843701
4389,3,1862,1020,2882,1.8254901960784313
4389,4,2898,858,3756,3.3776223776223775
4390,1,523,21,544,24.904761904761905
4390,2,568,56,624,10.142857142857142
4390,3,626,14,640,44.714285714285715
4390,4,668,85,753,7.858823529411764
4390,5,755,12,767,62.916666666666664
4390,6,781,16,797,48.8125
4390,7,799,14,813,57.07142857142857
4390,8,842,102,944,8.254901960784315
4390,9,959,114,1073,8.412280701754385
4390,10,1075,26,1101,41.34615384615385
4390,11,1129,164,1293,6.884146341463414
4390,12,1295,17,1312,76.17647058823529
4390,13,1340,142,1482,9.43661971830986
4390,14,1507,104,1611,14.490384615384615
4390,15,1630,137,1767,11.897810218978103
4390,16,1779,102,1881,17.441176470588236
4390,17,1898,30,1928,63.266666666666666
4390,18,1934,25,1959,77.36
4390,19,2007,124,2131,16.18548387096774
4390,20,2133,25,2158,85.32
4390,21,2165,62,2227,34.91935483870968
4390,22,2265,116,2381,19.525862068965516
4390,23,2383,37,2420,64.4054054054054
4390,24,2439,65,2504,37.52307692307692
4390,25,2506,21,2527,119.33333333333333
4390,26,2542,77,2619,33.01298701298701
4390,27,2632,75,2707,35.093333333333334
4390,28,2719,75,2794,36.25333333333333
4390,29,2799,22,2821,127.22727272727273
4390,30,2862,73,2935,39.205479452054796
4390,31,2937,31,2968,94.74193548387096
4390,32,3012,104,3116,28.96153846153846
4390,33,3118,34,3152,91.70588235294117
4390,34,3174,53,3227,59.886792452830186
4390,35,3255,231,3486,14.090909090909092
4390,36,3515,131,3646,26.83206106870229
4390,37,3653,49,3702,74.55102040816327
4390,38,3704,29,3733,127.72413793103448
4390,39,3780,176,3956,21.477272727272727
4390,40,3958,28,3986,141.35714285714286
4390,41,4014,98,4112,40.95918367346939
4390,42,4141,116,4257,35.69827586206897
4390,43,4259,35,4294,121.68571428571428
4390,44,4338,95,4433,45.66315789473684
4390,45,4450,129,4579,34.49612403100775
4390,46,4605,245,4850,18.79591836734694
4390,47,4860,309,5169,15.728155339805825
4391,1,35,369,404,0.0948509485094851
4392,1,115,314,429,0.3662420382165605
4392,2,465,906,1371,0.5132450331125827
4392,3,1418,718,2136,1.9749303621169916
4392,4,2188,652,2840,3.355828220858896
4392,5,2968,663,3631,4.4766214177978885
4392,6,3661,695,4356,5.267625899280575
4393,1,2676,1128,3804,2.372340425531915
4393,2,3837,623,4460,6.158908507223114
4393,3,4488,84,4572,53.42857142857143
4393,4,4706,378,5084,12.44973544973545
4393,5,5166,421,5587,12.270783847980997
4393,6,5805,592,6397,9.805743243243244
4394,1,11,614,625,0.017915309446254073
4395,1,32,976,1008,0.03278688524590164
4396,1,2539,351,2890,7.233618233618234
4396,2,2918,478,3396,6.104602510460251
4396,3,3491,808,4299,4.320544554455446
4396,4,4441,543,4984,8.178637200736649
4396,5,5015,564,5579,8.891843971631205
4396,6,5613,564,6177,9.952127659574469
4396,7,6207,454,6661,13.67180616740088
4396,8,6679,427,7106,15.641686182669789
4396,9,7143,623,7766,11.465489566613162
4397,1,30,51,81,0.5882352941176471
4397,2,523,53,576,9.867924528301886
4397,3,1345,44,1389,30.568181818181817
4397,4,1950,47,1997,41.48936170212766
4397,5,2315,44,2359,52.61363636363637
4397,6,2386,39,2425,61.17948717948718
4397,7,3209,122,3331,26.30327868852459
4397,8,3348,55,3403,60.872727272727275
4397,9,3889,132,4021,29.46212121212121
4397,10,5993,180,6173,33.294444444444444
4397,11,6272,469,6741,13.373134328358208
4397,12,6811,448,7259,15.203125
4397,13,7328,437,7765,16.76887871853547
4398,1,859,589,1448,1.4584040747028864
4399,1,23,899,922,0.025583982202447165
4399,2,933,344,1277,2.7122093023255816
4399,3,1287,906,2193,1.4205298013245033
4399,4,2199,888,3087,2.4763513513513513
4399,5,3099,379,3478,8.176781002638522
4399,6,3493,782,4275,4.466751918158568
4399,7,4288,973,5261,4.406988694758479
4399,8,5279,1136,6415,4.647007042253521
4399,9,6424,200,6624,32.12
4399,10,6634,622,7256,10.665594855305466
4400,1,222,590,812,0.376271186440678
4400,2,1241,354,1595,3.505649717514124
4401,1,17,872,889,0.0194954128440367
4402,1,34,36,70,0.9444444444444444
4402,2,1300,290,1590,4.482758620689655
4402,3,1606,404,2010,3.9752475247524752
4403,1,111,70,181,1.5857142857142856
4403,2,276,596,872,0.46308724832214765
4403,3,892,698,1590,1.2779369627507164
4403,4,1660,560,2220,2.9642857142857144
4403,5,2280,383,2663,5.953002610966058
4403,6,2700,450,3150,6.0
4403,7,3214,545,3759,5.897247706422019
4403,8,3819,252,4071,15.154761904761905
4403,9,4145,321,4466,12.912772585669781
4403,10,4482,139,4621,32.24460431654676
4403,11,4631,214,4845,21.64018691588785
4403,12,4917,322,5239,15.270186335403727
4403,13,5303,196,5499,27.056122448979593
4403,14,5548,122,5670,45.47540983606557
4404,1,12,186,198,0.06451612903225806
4405,1,110,548,658,0.20072992700729927
4405,2,678,569,1247,1.1915641476274166
4406,1,35,152,187,0.23026315789473684
4407,1,259,872,1131,0.29701834862385323
4408,1,32,984,1016,0.032520325203252036
4408,2,1078,698,1776,1.5444126074498568
4408,3,1818,965,2783,1.8839378238341968
4408,4,2829,904,3733,3.129424778761062
4408,5,3766,942,4708,3.997876857749469
4408,6,4753,928,5681,5.1217672413793105
4408,7,5703,773,6476,7.377749029754204
4408,8,6491,520,7011,12.482692307692307
4408,9,7030,685,7715,10.262773722627736
4409,1,46,69,115,0.6666666666666666
4409,2,138,475,613,0.2905263157894737
4409,3,689,173,862,3.9826589595375723
4409,4,911,558,1469,1.6326164874551972
4409,5,1536,548,2084,2.802919708029197
4409,6,2129,153,2282,13.915032679738562
4409,7,2329,155,2484,15.025806451612903
4409,8,2528,248,2776,10.193548387096774
4409,9,2778,110,2888,25.254545454545454
4409,10,2898,253,3151,11.454545454545455
4409,11,3153,97,3250,32.50515463917526
4409,12,3252,116,3368,28.03448275862069
4409,13,3370,95,3465,35.473684210526315
4409,14,3467,124,3591,27.95967741935484
4409,15,3593,181,3774,19.85082872928177
4409,16,3802,524,4326,7.255725190839694
4409,17,4369,281,4650,15.548042704626335
4409,18,4679,223,4902,20.982062780269057
4410,1,36,658,694,0.0547112462006079
4410,2,711,579,1290,1.2279792746113989
4411,1,320,391,711,0.8184143222506394
4411,2,746,436,1182,1.7110091743119267
4411,3,1196,458,1654,2.611353711790393
4412,1,11,503,514,0.02186878727634195
4412,2,527,420,947,1.2547619047619047
4412,3,962,291,1253,3.3058419243986252
4413,1,36,491,527,0.07331975560081466
4414,1,41,89,130,0.4606741573033708
4414,2,183,230,413,0.7956521739130434
4414,3,462,389,851,1.1876606683804627
4414,4,917,232,1149,3.9525862068965516
4414,5,1190,181,1371,6.574585635359116
4414,6,1437,198,1635,7.257575757575758
4414,7,1665,172,1837,9.680232558139535
4414,8,1875,153,2028,12.254901960784315
4414,9,2077,373,2450,5.568364611260054
4414,10,2470,368,2838,6.711956521739131
4414,11,2840,168,3008,16.904761904761905
4414,12,3047,174,3221,17.511494252873565
4415,1,21,683,704,0.03074670571010249
4416,1,220,231,451,0.9523809523809523
4417,1,39,76,115,0.5131578947368421
4418,1,18,378,396,0.047619047619047616
4418,2,407,210,617,1.938095238095238
4418,3,629,232,861,2.711206896551724
4418,4,880,293,1173,3.0034129692832763
4419,1,106,275,381,0.38545454545454544
4419,2,535,512,1047,1.044921875
4419,3,1061,421,1482,2.5201900237529693
4419,4,1558,629,2187,2.4769475357710653
4419,5,2225,730,2955,3.047945205479452
4420,1,182,672,854,0.2708333333333333
4420,2,888,732,1620,1.2131147540983607
4420,3,1655,731,2386,2.264021887824897
4420,4,2423,765,3188,3.1673202614379083
4420,5,3256,770,4026,4.228571428571429
4420,6,4079,317,4396,12.867507886435332
4420,7,4412,365,4777,12.087671232876712
4421,1,41,784,825,0.05229591836734694
4421,2,844,962,1806,0.8773388773388774
4421,3,1823,840,2663,2.170238095238095
4421,4,2683,729,3412,3.680384087791495
4421,5,3439,511,3950,6.729941291585127
4421,6,3977,159,4136,25.0125786163522
4421,7,4150,345,4495,12.028985507246377
4421,8,4517,614,5131,7.356677524429967
4421,9,5157,696,5853,7.4094827586206895
4422,1,30,963,993,0.03115264797507788
4423,1,109,310,419,0.35161290322580646
4423,2,427,340,767,1.2558823529411764
4424,1,34,286,320,0.11888111888111888
4424,2,352,154,506,2.2857142857142856
4425,1,17,186,203,0.0913978494623656
4425,2,430,714,1144,0.6022408963585434
4425,3,1215,843,2058,1.4412811387900355
4425,4,2129,973,3102,2.188078108941418
4425,5,3106,357,3463,8.700280112044817
4425,6,3490,229,3719,15.240174672489083
4425,7,3838,664,4502,5.780120481927711
4425,8,4516,631,5147,7.15689381933439
4425,9,5481,464,5945,11.8125
4425,10,6439,745,7184,8.642953020134229
4425,11,7253,206,7459,35.20873786407767
4425,12,7639,371,8010,20.590296495956874
4426,1,4075,25,4100,163.0
4426,2,7701,22,7723,350.04545454545456
4427,1,50,632,682,0.07911392405063292
4427,2,702,232,934,3.0258620689655173
4428,1,34,70,104,0.4857142857142857
4428,2,965,3,968,321.6666666666667
4428,3,2581,3,2584,860.3333333333334
4428,4,4506,3,4509,1502.0
4428,5,6214,3,6217,2071.3333333333335
4428,6,7977,3,7980,2659.0
4429,1,93,181,274,0.5138121546961326
4430,1,1535,1001,2536,1.5334665334665334
4430,2,2561,596,3157,4.296979865771812
4430,3,3235,789,4024,4.100126742712294
4430,4,4104,746,4850,5.501340482573727
4430,5,4874,889,5763,5.4825646794150735
4430,6,5784,927,6711,6.239482200647249
4431,1,1018,508,1526,2.0039370078740157
4431,2,1812,1028,2840,1.7626459143968871
4431,3,2843,118,2961,24.093220338983052
4432,1,11,57,68,0.19298245614035087
4432,2,87,121,208,0.71900826446281
4432,3,223,273,496,0.8168498168498168
4432,4,508,369,877,1.3766937669376693
4432,5,888,416,1304,2.1346153846153846
4432,6,1336,305,1641,4.380327868852459
4432,7,1652,199,1851,8.301507537688442
4432,8,1871,80,1951,23.3875
4432,9,1973,374,2347,5.275401069518717
4432,10,2361,181,2542,13.044198895027625
4432,11,2558,208,2766,12.298076923076923
4432,12,2772,365,3137,7.594520547945206
4432,13,3266,209,3475,15.626794258373206
4432,14,3625,268,3893,13.526119402985074
4432,15,3937,437,4374,9.009153318077804
4432,16,4494,170,4664,26.435294117647057
4432,17,4683,479,5162,9.77661795407098
4432,18,5180,517,5697,10.019342359767892
4432,19,5732,51,5783,112.3921568627451
4432,20,6145,617,6762,9.959481361426256
4432,21,6770,577,7347,11.733102253032929
4432,22,7414,14,7428,529.5714285714286
4432,23,7489,125,7614,59.912
4433,1,103,422,525,0.24407582938388625
4433,2,584,138,722,4.231884057971015
4433,3,818,399,1217,2.0501253132832082
4433,4,1295,299,1594,4.331103678929765
4433,5,1648,421,2069,3.9144893111638956
4433,6,2086,447,2533,4.666666666666667
4433,7,2555,314,2869,8.136942675159236
4433,8,2880,508,3388,5.669291338582677
4433,9,3414,455,3869,7.503296703296703
4433,10,4004,874,4878,4.581235697940503
4433,11,4960,3,4963,1653.3333333333333
4434,1,19,609,628,0.031198686371100164
4434,2,714,710,1424,1.0056338028169014
4434,3,1438,960,2398,1.4979166666666666
4434,4,2474,358,2832,6.910614525139665
4434,5,2857,696,3553,4.1048850574712645
4435,1,77,26,103,2.9615384615384617
4435,2,115,108,223,1.0648148148148149
4436,1,1148,430,1578,2.6697674418604653
4436,2,1587,1027,2614,1.5452775073028238
4436,3,2617,262,2879,9.988549618320612
4436,4,2914,147,3061,19.82312925170068
4436,5,3079,361,3440,8.529085872576177
4436,6,3449,466,3915,7.401287553648069
4436,7,3941,474,4415,8.314345991561181
4436,8,4436,486,4922,9.127572016460906
4436,9,5059,184,5243,27.494565217391305
4436,10,5252,38,5290,138.21052631578948
4437,1,1258,836,2094,1.5047846889952152
4437,2,2096,790,2886,2.6531645569620252
4437,3,2888,570,3458,5.066666666666666
4438,1,35,799,834,0.04380475594493116
4438,2,841,475,1316,1.7705263157894737
4438,3,1328,451,1779,2.9445676274944566
4438,4,1788,451,2239,3.964523281596452
4438,5,2245,290,2535,7.741379310344827
4438,6,2543,429,2972,5.927738927738928
4438,7,3000,295,3295,10.169491525423728
4438,8,3304,466,3770,7.090128755364807
4438,9,3782,602,4384,6.282392026578073
4438,10,4409,515,4924,8.561165048543689
4438,11,4937,500,5437,9.874
4438,12,5458,870,6328,6.273563218390804
4438,13,6338,925,7263,6.851891891891892
4439,1,31,662,693,0.04682779456193353
4439,2,710,529,1239,1.3421550094517958
4440,1,687,452,1139,1.5199115044247788
4440,2,1158,874,2032,1.3249427917620138
4441,1,22,385,407,0.05714285714285714
4441,2,424,358,782,1.1843575418994414
4442,1,103,333,436,0.30930930930930933
4442,2,474,557,1031,0.8509874326750448
4443,1,16,600,616,0.02666666666666667
4443,2,633,702,1335,0.9017094017094017
4443,3,1355,534,1889,2.5374531835205993
4444,1,129,10,139,12.9
4444,2,203,7,210,29.0
4444,3,354,8,362,44.25
4444,4,383,19,402,20.157894736842106
4444,5,413,10,423,41.3
4444,6,434,9,443,48.22222222222222
4444,7,522,14,536,37.285714285714285
4444,8,541,29,570,18.655172413793103
4444,9,575,13,588,44.23076923076923
4444,10,593,25,618,23.72
4444,11,622,19,641,32.73684210526316
4444,12,711,14,725,50.785714285714285
4444,13,745,31,776,24.032258064516128
4444,14,788,14,802,56.285714285714285
4444,15,816,18,834,45.333333333333336
4444,16,905,18,923,50.27777777777778
4444,17,959,15,974,63.93333333333333
4444,18,1136,29,1165,39.172413793103445
4444,19,1219,16,1235,76.1875
4444,20,1239,45,1284,27.533333333333335
4444,21,1305,20,1325,65.25
4444,22,1333,48,1381,27.770833333333332
4444,23,1391,43,1434,32.348837209302324
4444,24,2035,55,2090,37.0
4444,25,2106,7,2113,300.85714285714283
4444,26,2175,11,2186,197.72727272727272
4444,27,2275,37,2312,61.486486486486484
4444,28,2324,64,2388,36.3125
4444,29,2399,36,2435,66.63888888888889
4445,1,24,714,738,0.03361344537815126
4446,1,9,616,625,0.01461038961038961
4446,2,656,669,1325,0.9805680119581465
4446,3,1337,883,2220,1.5141562853907136
4446,4,2222,445,2667,4.9932584269662925
4446,5,2679,391,3070,6.851662404092072
4446,6,3080,309,3389,9.967637540453074
4447,1,504,655,1159,0.7694656488549618
4447,2,1291,673,1964,1.9182763744427935
4448,1,33,393,426,0.08396946564885496
4448,2,453,450,903,1.0066666666666666
4448,3,952,502,1454,1.8964143426294822
4448,4,1612,491,2103,3.283095723014257
4449,1,96,595,691,0.16134453781512606
4449,2,700,383,1083,1.8276762402088773
4449,3,1108,131,1239,8.458015267175572
4449,4,1248,67,1315,18.62686567164179
4449,5,1331,72,1403,18.48611111111111
4450,1,119,783,902,0.15197956577266922
4450,2,910,526,1436,1.7300380228136882
4450,3,1560,775,2335,2.0129032258064514
4450,4,2343,727,3070,3.22283356258597
4450,5,3200,839,4039,3.8140643623361146
4450,6,4047,799,4846,5.065081351689612
4450,7,4854,256,5110,18.9609375
4450,8,5239,756,5995,6.9298941798941796
4450,9,6003,808,6811,7.429455445544554
4450,10,6944,790,7734,8.78987341772152
4451,1,338,170,508,1.988235294117647
4451,2,515,260,775,1.9807692307692308
4451,3,791,493,1284,1.6044624746450304
4451,4,1295,950,2245,1.3631578947368421
4451,5,2248,151,2399,14.887417218543046
4452,1,2193,469,2662,4.67590618336887
4453,1,118,427,545,0.27634660421545665
4454,1,172,1717,1889,0.10017472335468841
4455,1,38,730,768,0.052054794520547946
4455,2,847,851,1698,0.9952996474735605
4455,3,1712,459,2171,3.729847494553377
4455,4,2188,384,2572,5.697916666666667
4455,5,2598,457,3055,5.6849015317286655
4455,6,3072,494,3566,6.218623481781377
4455,7,3591,926,4517,3.8779697624190064
4455,8,4542,224,4766,20.276785714285715
4455,9,4948,350,5298,14.137142857142857
4455,10,5320,465,5785,11.440860215053764
4455,11,5867,256,6123,22.91796875
4455,12,6152,963,7115,6.388369678089305
4455,13,7146,643,7789,11.11353032659409
4456,1,1504,491,1995,3.0631364562118124
4457,1,1039,715,1754,1.4531468531468532
4457,2,2682,1012,3694,2.650197628458498
4457,3,3784,1084,4868,3.4907749077490773
4458,1,140,724,864,0.19337016574585636
4458,2,873,265,1138,3.2943396226415094
4458,3,1259,848,2107,1.4846698113207548
4458,4,2154,636,2790,3.3867924528301887
4458,5,2801,291,3092,9.625429553264604
4458,6,3699,646,4345,5.726006191950464
4458,7,4355,428,4783,10.175233644859814
4459,1,194,345,539,0.5623188405797102
4459,2,542,295,837,1.8372881355932202
4459,3,841,93,934,9.043010752688172
4459,4,1074,278,1352,3.8633093525179856
4459,5,1395,313,1708,4.456869009584665
4459,6,1741,358,2099,4.863128491620111
4459,7,2102,295,2397,7.125423728813559
4459,8,2517,390,2907,6.453846153846154
4459,9,2910,363,3273,8.016528925619834
4459,10,3276,368,3644,8.902173913043478
4459,11,3720,341,4061,10.909090909090908
4459,12,4064,322,4386,12.621118012422361
4459,13,4417,328,4745,13.466463414634147
4459,14,4748,136,4884,34.911764705882355
4459,15,5010,353,5363,14.192634560906516
4459,16,5366,211,5577,25.43127962085308
4459,17,5644,313,5957,18.031948881789138
4459,18,5976,344,6320,17.372093023255815
4459,19,6369,334,6703,19.068862275449103
4459,20,6770,332,7102,20.39156626506024
4459,21,7105,289,7394,24.58477508650519
4459,22,7397,136,7533,54.38970588235294
4460,1,2608,786,3394,3.318066157760814
4460,2,3400,24,3424,141.66666666666666
4460,3,3436,210,3646,16.36190476190476
4460,4,3656,58,3714,63.03448275862069
4460,5,3726,239,3965,15.589958158995817
4460,6,3991,240,4231,16.629166666666666
4460,7,4248,344,4592,12.348837209302326
4460,8,4610,554,5164,8.321299638989169
4460,9,5193,711,5904,7.30379746835443
4460,10,5921,164,6085,36.103658536585364
4460,11,6093,168,6261,36.267857142857146
4461,1,26,33,59,0.7878787878787878
4461,2,102,518,620,0.1969111969111969
4462,1,8,73,81,0.1095890410958904
4462,2,89,248,337,0.3588709677419355
4463,1,353,529,882,0.667296786389414
